steps,heart_rate_avg,max_heart,min_heart,raw_intensity_avg,hour,rate
50,72.27,86,67,18.15,20,0
68,76.2,90,69,29.8333,21,0
0,80,80,80,0,9,2
0,76.61,80,71,25.549,13,2
13,81.05,87,77,32.45,14,0
0,70,70,70,0,15,2
21,83.39,91,76,33.5455,18,0
52,74.35,86,69,26.2,19,0
13,83.98,91,78,18.2833,20,0
0,78.67,79,78,13.8,21,2
1091,102.75,120,73,84.3214,7,0
401,104,125,93,35.8833,8,0
358,95.52,114,82,45.6833,9,0
780,102.67,122,91,51.3333,10,0
800,101.62,111,93,50.65,11,0
627,96.63,113,88,47.5333,12,0
1826,96.32,116,84,59.3333,13,0
1048,95.77,112,81,45.6833,14,0
12,79.43,86,71,15.2667,15,0
46,70.15,92,65,10.75,16,0
0,79.93,92,77,16.9,17,2
93,84.62,100,72,31.5,18,0
0,78.9,87,69,12.6167,19,2
631,82.38,124,68,46.9667,20,0
1083,100,122,73,61.8605,21,0
1162,98.62,120,70,77.0938,7,0
1631,105.65,118,92,72.1667,8,0
290,93.72,107,79,44.1,9,0
492,88.43,100,75,47.1167,10,0
1338,107.2,123,88,53.2833,11,0
1244,99.37,113,90,52.85,12,0
29,78.1,103,67,22.9833,13,0
1266,93.33,105,85,57.65,14,0
0,82.93,89,77,18.15,15,2
79,78.15,87,69,21.0333,16,0
1978,95.15,112,79,58.2167,17,0
168,82.72,94,77,46.1,18,0
0,90.55,100,83,32.4167,19,2
1306,84.43,99,76,53.45,20,0
712,84.32,111,65,35.7167,21,0
0,80,80,80,0,9,2
1548,108.95,120,98,75.5476,11,0
1446,110.13,124,97,66.5833,12,0
361,93.07,103,82,47.8833,13,0
477,91.12,103,82,53.6,14,0
1861,109.43,123,93,68.0333,15,0
1321,96.77,113,79,46.45,16,0
899,85.83,94,76,38.5333,17,0
1087,94.35,111,83,51.8333,18,0
34,88.92,97,84,43.4333,19,0
60,86.9,94,80,45.95,20,0
0,85.38,93,79,45.8333,21,2
0,70,70,70,0,9,2
1466,88.98,108,61,72.6596,11,0
307,101.87,114,92,52.95,12,0
482,104.4,112,95,53.8333,13,0
1087,104.25,115,97,59.6167,14,0
1701,102.7,117,79,57.7167,15,0
0,86.92,91,84,37.6833,16,0
24,85.9,96,76,35.4,17,0
25,85.4,90,81,30.8,18,0
17,91.43,102,83,43.9333,19,0
97,82.47,98,72,34.55,20,0
0,80.93,86,78,33.0333,21,2
1207,108.84,120,82,71.5,8,0
282,97,109,88,44.7167,9,0
192,83.45,95,73,39.5333,10,0
550,101.57,108,89,45.55,11,0
946,96.88,114,83,55.25,12,0
2231,96.03,106,83,63.2576,13,0
3000,103.33,120,83,60.2833,14,0
3602,87.63,99,81,53.6667,15,0
126,82.95,89,72,34.35,16,0
81,78.19,83,72,32.4189,17,0
64,80.45,89,72,42.3939,18,0
112,75.07,79,70,37.5333,19,0
0,81.69,90,72,30.1383,20,2
417,85.73,98,74,56.55,21,0
0,80,80,80,0,9,2
0,80,80,80,0,15,2
0,80,80,80,0,21,2
0,80,80,80,0,10,2
126,73,80,68,29.9722,11,0
166,86.48,102,76,58.2128,12,0
721,93.72,104,80,61.9167,13,0
2605,108.95,119,91,77.2167,14,0
43,92.35,117,80,40.5333,15,0
15,77.25,83,74,21.6333,16,0
52,73.72,88,68,22.1333,17,0
40,79.37,99,69,33.0167,18,0
65,86.33,97,81,38.6833,19,0
148,84.32,97,75,43.95,20,0
0,81.6,89,75,34.8333,21,2
1175,91.72,108,64,106.667,7,0
380,95.33,111,86,45.4,8,0
140,88.25,96,83,33.35,9,0
447,94.1,104,87,44.7333,10,0
872,102.29,121,85,46.4915,11,0
851,99.68,109,92,50.65,12,0
1694,92.28,122,78,56.1,13,0
1303,99.69,115,86,56.7748,14,0
34,86.82,94,82,50.3469,15,0
1108,99.32,115,73,82.2,7,0
1251,105.03,113,97,63.4667,8,0
365,87.53,101,81,33.55,9,0
455,87.2,96,80,45.4333,10,0
1579,96.68,103,88,57.9667,11,0
3229,103.12,116,88,81.2167,12,0
1876,102.28,111,88,65.4333,13,0
16,87.8,98,74,34.0333,14,0
0,71.52,79,68,8.13333,15,2
808,82.22,110,67,42,16,0
848,99.38,109,91,54.3667,17,0
106,94.53,104,87,54.6,18,0
85,90.28,96,86,58.7833,19,0
1130,92.88,105,84,64.1833,20,0
105,90.32,103,80,48.0667,21,0
0,80,80,80,0,9,2
1567,108.12,122,75,76.6735,11,0
1201,99.19,106,92,65.589,12,0
2092,105.02,115,98,61.7667,13,0
284,97.32,112,85,32.8046,14,0
335,95.17,105,81,49.1333,15,0
2026,99.15,106,90,69.5667,16,0
127,88.93,105,81,26.85,17,0
20,80.53,89,76,21.1,18,0
0,72.62,83,70,9.33333,19,2
0,73.9,77,72,0.383333,20,2
44,85.15,97,72,38.7333,21,0
1260,109.55,128,77,77.1842,11,0
400,99.32,119,83,48.2333,12,0
943,99.57,114,82,51.45,13,0
1220,97.77,116,85,58.9667,14,0
1292,109.22,124,89,63.8,15,0
1094,101.43,131,84,46.1167,16,0
916,92.33,112,83,35.5167,17,0
42,83.4,88,78,38.4167,18,0
683,85.07,108,72,35.2333,19,0
1998,96.25,109,84,56.75,20,0
1546,101.98,122,93,55.5333,21,0
1371,105.22,134,66,76,8,0
355,96.83,113,90,42.0833,9,0
319,93.43,106,84,33.85,10,0
653,96.03,108,81,42.9667,11,0
647,91.57,109,84,53.05,12,0
1844,99.1,115,78,58.7333,13,0
0,72.33,79,66,8.9,14,2
98,91.12,97,80,46.65,15,0
76,85.05,95,79,38.75,16,0
0,79.95,95,72,27.6833,17,2
234,86.78,97,78,46.9167,18,0
0,80.13,86,76,35.1833,19,2
68,81.08,90,74,41.45,20,0
68,87.73,99,77,44.2167,21,0
0,80,80,80,0,9,2
0,80,80,80,0,15,2
0,80,80,80,0,21,2
0,80,80,80,0,9,2
0,78.5,87,74,57.25,10,2
24,93.47,108,82,55.0833,11,0
58,86.3,92,82,48.45,12,0
633,94.88,108,83,52.5593,13,0
0,80,80,80,3,14,2
183,84.62,100,75,51.7,15,0
739,92.2,111,79,46.7667,16,0
1879,97.68,118,87,55.75,17,0
1148,96.87,118,82,52.2833,18,0
471,110.69,117,107,73.9286,19,0
0,80,80,80,0,21,2
1051,85.81,117,66,108.812,7,0
500,99.6,117,91,36.9167,8,0
233,93.22,103,86,39.9333,9,0
206,89.35,95,84,44.6167,10,0
805,93.67,110,79,47.0333,11,0
277,89.4,100,80,42.25,12,0
1469,93.92,116,76,54.6667,13,0
1193,94.75,108,82,51.1333,14,0
504,97.69,105,91,63.2941,15,0
21,84.17,88,74,42.9,16,0
42,83.4,96,73,31.0833,17,0
994,84.98,104,70,53.5667,18,0
1643,93.53,102,88,59,19,0
125,105.93,113,104,58.2667,20,0
0,80,80,80,0,21,2
1107,112.22,122,89,88.5652,7,0
1237,107.48,119,96,67.6167,8,0
91,97.03,106,90,36.8824,9,0
1020,86.79,96,79,52.3409,21,0
0,80,80,80,22,9,2
1481,100.58,116,67,83.0526,11,0
323,92.28,105,86,46.65,12,0
1082,101.07,114,89,47.2333,13,0
255,99.87,110,92,39.1167,14,0
183,94.58,110,85,44.1167,15,0
301,102.88,120,90,37.55,16,0
1535,106.52,117,89,62.9167,17,0
0,77.03,91,73,11.0606,18,2
60,72.47,79,68,16.55,19,0
108,83.28,94,73,36.1915,20,0
11,80.9,95,74,24.75,21,0
57,69.21,76,57,17.6842,7,0
734,77.97,113,66,39.2667,8,0
558,83.6,102,68,33.7167,9,0
560,76.58,109,64,32.25,10,0
0,69.6,83,63,24.6167,11,2
777,79.78,98,68,39.4667,12,0
58,79.58,89,76,21.1167,13,0
129,75.98,94,67,28.0167,14,0
0,70.33,77,65,16.9,15,2
87,71.32,85,65,24.2,16,0
745,82.88,113,62,37.8333,17,0
652,88.08,109,66,45.4833,18,0
43,80.78,103,72,24.8333,19,0
51,77.08,84,72,26.3333,20,0
0,75.36,77,74,19.75,21,2
29,75.81,83,70,26.8542,9,0
136,82.58,88,76,26.3667,10,0
47,79.7,86,75,24.6667,11,0
60,74.83,85,70,22.9,12,0
96,75.6,99,68,34.85,13,0
0,74.58,96,66,23.1167,14,2
174,72.23,82,66,31.9,15,0
61,70.47,85,62,22.7167,16,0
58,72.52,87,66,30.0667,17,0
32,67.87,82,61,15.7667,18,0
0,72.85,85,64,20.6833,19,2
93,68.93,81,65,24.7,20,0
0,70.62,79,65,18.3,21,2
0,66.29,72,62,17.7843,7,2
720,74.9,104,60,39.5833,8,0
867,83.82,106,70,40.3667,9,0
579,85.28,104,69,41.75,10,0
130,72.05,83,67,23.9825,11,0
984,85.62,98,69,46.5833,12,0
1080,88.65,113,77,48.1667,13,0
79,76.83,92,70,19.5167,14,0
0,71.18,78,68,17.95,15,2
581,68.14,86,63,35.9492,16,0
454,76.62,87,67,26.25,17,0
2215,91.47,111,69,58.3833,18,0
652,86.95,103,70,40.0833,19,0
0,79.1,87,70,21.3667,20,2
0,76.64,78,75,16.75,21,2
638,108.24,115,99,69.56,8,0
64,94.75,111,84,31.1667,9,0
671,91.8,124,69,35.7167,10,0
101,76.3,83,71,20.0833,11,0
693,82.27,99,72,43.3864,12,0
0,80,80,80,4.66667,21,2
0,70,70,70,0,9,2
0,61,61,61,36,10,2
136,77.53,85,64,37.7833,11,0
26,88.5,98,83,22.35,12,0
310,88.85,95,82,42.4667,13,0
67,79.41,86,75,25.5763,14,0
251,83.02,93,76,36.8,15,0
666,85.02,94,81,49.15,16,0
462,86.42,96,76,56,17,0
450,99.05,106,92,53.1167,18,0
98,89.17,97,84,27.1833,19,0
31,84.28,98,72,24.3333,20,0
58,80.5,86,77,35.2727,21,0
11,78,78,78,22.5,9,2
203,80.9,89,73,36,10,0
93,85.15,100,76,33.2,11,0
180,81.92,89,78,29.4,12,0
791,86.08,111,74,43.7833,13,0
1989,97.8,119,77,62.1167,14,0
1898,93.17,122,76,51.6333,15,0
300,82.38,97,70,38.5667,16,0
46,76.85,88,66,24.7,17,0
75,77.6,82,73,20.9333,18,0
84,75.43,85,71,25.4167,19,0
74,69.5,78,65,20.55,20,0
33,67.82,75,65,19.3,21,0
783,89.14,109,60,42.2857,8,0
757,90.62,115,79,43.5,9,0
137,81.97,91,73,25.5424,10,0
167,69.52,79,65,22.3833,11,0
721,81.38,95,63,36.4333,12,0
26,79.2,88,74,18.2833,13,0
136,75.25,85,68,21.4,14,0
151,69.17,74,66,20.9333,15,0
0,69.05,76,65,19.5167,16,2
1254,84.22,103,69,47.2333,17,0
708,88.85,103,72,46.5833,18,0
247,78.83,107,71,29.35,19,0
399,97.65,106,89,42.0833,20,0
1318,101.68,121,82,52.35,21,0
799,82.94,88,76,56.3714,9,0
75,77.73,88,71,20.5424,10,0
222,74.72,82,70,25.5167,11,0
719,81.68,94,72,34.9167,12,0
0,72.02,75,69,14.55,13,2
0,70.47,75,67,17.8167,14,2
91,66.9,74,63,21.5667,15,0
0,65.9,71,63,15.3167,16,2
1008,81.96,95,63,46.4561,17,0
489,84,95,72,45.6,18,0
59,70.75,77,67,22.0167,19,0
62,78.29,84,74,29.1864,20,0
0,73.6,74,73,11.7143,21,2
775,89.33,102,82,49.6735,8,0
916,87.07,101,72,41.3167,9,0
0,68,76,64,17,10,2
168,62.97,73,57,20.6833,11,0
720,77.33,95,67,35.6,12,0
0,70.13,75,64,19.2333,13,2
215,66.47,74,60,23.0667,14,0
0,63.98,70,59,14.9333,15,2
700,69.25,108,56,38.4667,16,0
710,88.28,108,73,34.0847,17,0
939,90.08,116,72,49.7833,18,0
14,78.87,88,72,24.15,19,0
43,80.25,96,71,23.2333,20,0
0,76.91,81,75,19.1667,21,2
0,67.85,70,66,12.4872,7,2
711,68.43,97,60,36.3667,8,0
603,70.72,88,62,39.5833,9,0
388,76.05,102,58,28.9833,10,0
82,60.2,75,54,21.8667,11,0
772,68.63,78,59,41.2,12,0
108,70.35,77,66,19.9667,13,0
138,67.55,77,63,21.4167,14,0
0,67.62,83,62,17.8,15,0
0,63.07,82,55,21.9833,16,2
1139,78.53,102,65,49.3167,17,0
351,84.68,104,67,39.7333,18,0
50,67.75,79,61,12.25,19,0
47,74.3,93,62,24.3833,20,0
211,78.88,95,70,35.3167,21,0
60,66,72,64,45.5,8,2
2409,92.08,129,70,77.3667,9,0
0,80,80,80,0,10,2
1954,103.9,122,84,60.3833,12,0
48,79.77,91,70,17.9,13,0
87,87.58,96,73,27.7333,14,0
72,83.57,91,77,23.6167,15,0
147,76.75,82,72,32.6833,16,0
65,77.83,87,71,22.1333,17,0
1955,97.7,118,74,71.9833,18,0
529,95.28,114,84,46.8667,19,0
21,92.78,100,87,22.05,20,0
121,90.62,100,81,29.0667,21,0
0,80,80,80,0,9,2
46,82.54,91,65,21.2857,10,0
40,85.67,91,79,25.8333,11,0
152,78.92,90,71,31.0333,12,0
32,73.12,80,69,20.3667,13,0
143,75.53,87,68,30.25,14,0
151,80.4,92,71,31.8833,15,0
29,74.73,85,68,22.75,16,0
41,72.88,82,67,26.0667,17,0
178,74.98,89,68,29.6167,18,0
118,72.75,80,67,25,19,0
176,71.95,80,67,24.9333,20,0
26,68.73,74,66,26.75,21,2
0,80,80,80,0,9,2
0,78.51,84,73,17.8298,10,2
47,80.03,86,75,20.35,11,0
59,78.95,85,74,26.75,12,0
0,71.7,80,66,14.7333,13,2
198,71.92,81,64,37.2333,14,0
134,76.6,86,69,33.7167,15,0
0,71.77,80,64,11.4333,16,2
0,62.18,65,60,5.96667,17,2
26,62.2,76,58,9.51667,18,0
67,73.1,84,68,25.2167,19,0
0,71.97,76,70,17.55,20,2
153,73.36,76,71,43.5,21,2
807,89.32,103,67,43.9153,8,0
705,83.68,98,69,34.4,9,0
0,77.9,86,70,20.2167,10,2
0,67.92,77,61,21.8667,11,2
812,71.73,82,60,40.0833,12,0
0,76.87,84,74,16.2667,13,2
102,71.52,80,65,18.6,14,0
0,66.48,70,62,17.7,15,2
0,65.18,71,62,20.1167,16,2
1056,78.04,101,63,44.7069,17,0
527,75.3,92,65,33.9649,18,0
22,73.07,85,68,28.6667,19,0
100,76.6,89,69,28.15,20,0
17,79.86,83,70,23.2222,21,1
13,68.96,86,64,17.5192,7,0
695,78.65,99,66,40.0833,8,0
874,81.7,95,72,46.3167,9,0
0,67.7,77,62,18.4833,10,2
72,62.1,67,59,19.45,11,0
735,75.23,98,60,34.9333,12,0
95,77.3,82,74,19.15,13,0
65,72.07,78,68,21.8333,14,0
188,75.77,91,67,24.05,15,0
155,69.2,75,66,21.4333,16,1
1046,88.86,116,71,48.9,17,0
1777,99.33,128,78,61.7333,18,0
0,80.78,87,74,23.7167,19,2
244,97.5,106,84,37.9833,20,1
377,100.12,111,93,38.5667,21,0
171,71.37,80,62,31.1667,9,0
73,82.4,90,74,20.45,10,0
106,80.28,86,78,23.1,11,1
70,77.93,89,73,20,12,0
104,73.47,85,68,28.4,13,0
174,72.15,81,65,30.8167,14,0
16,70.8,81,67,18.5833,15,1
59,68.55,75,62,25.5167,16,0
1241,75.53,104,63,50.4833,17,0
203,90.65,103,69,45.7667,18,0
10,71.65,78,69,18.2833,19,0
32,74.37,95,65,24,20,0
0,67.23,73,63,16.2833,21,2
0,68.74,72,65,14.2632,7,2
679,72.15,97,64,39.7,8,0
1018,83.17,100,69,39.3333,9,0
786,83.75,103,68,38.8,10,0
93,68.82,77,65,19.2833,11,0
278,68.52,86,59,26.6667,12,0
551,84.07,97,72,33.05,13,0
27,78.88,83,72,14.6333,14,0
0,74.6,83,70,15.1167,15,2
103,68.18,78,61,21.3667,16,0
691,71.53,99,62,36.1017,17,0
685,79.68,95,63,42.8667,18,0
106,79.73,89,71,32.15,19,0
0,78.77,84,73,19.95,20,2
0,76.5,78,76,16.5833,21,2
898,87.16,105,74,45.2456,8,0
882,93.29,108,77,46.05,9,0
120,68.92,83,60,20.65,10,0
199,67.63,82,60,24,11,0
707,77.13,98,69,37.9667,12,0
0,75.85,83,70,15.4667,13,2
13,73.9,89,66,21.1167,14,0
178,68.88,81,66,22.6167,15,0
686,68.27,89,60,32.6,16,0
1030,80.96,98,68,44.537,17,0
469,90.12,102,76,53.05,18,0
0,77.2,84,73,22,19,2
63,75.05,82,69,21.9833,20,0
36,78.45,83,76,28.25,21,2
0,80,80,80,0,9,2
39,81.85,87,76,40.9,10,0
139,80.72,102,71,27.05,11,0
33,76.85,89,72,22.05,12,0
91,75.53,85,68,28.1667,13,0
102,71.02,78,67,20.5667,14,0
13,66.73,74,64,19.6,15,0
10,65.95,72,62,22.6667,16,0
12,66.05,70,62,19.55,17,0
108,71.7,81,66,30.9333,18,0
25,71.78,79,68,22.4333,19,0
25,69,72,66,16.6875,20,2
0,70,70,70,0,9,2
13,91.05,98,70,22.7,11,0
15,75.5,88,70,19.5965,12,0
480,77.13,89,66,39.6167,13,0
1474,95.73,106,79,60.5333,14,0
171,81.4,102,70,25.7667,15,0
0,65.02,74,60,7.8,16,2
24,67.5,78,61,18.7167,17,0
75,83.93,107,64,37.3333,18,0
66,83.12,103,71,27.3833,19,0
0,73.43,77,70,17.1167,20,2
124,74.35,90,68,26.4333,21,0
0,74.93,84,63,19.5,17,2
533,78.67,100,59,42.2333,18,0
43,78.02,90,72,26.1525,19,0
16,73.38,84,70,15.6167,20,0
56,71.05,82,63,30.3833,21,0
815,81.29,93,73,73.6429,8,0
1293,83.88,101,68,51.85,9,0
85,81.67,99,73,22.0893,10,0
0,70.53,79,62,15.65,11,2
670,73.38,88,61,30.3833,12,0
157,74.28,84,68,25.1833,13,0
0,67.1,73,64,15.8167,14,2
0,64.03,71,61,15.9667,15,2
163,66.6,91,58,21.9833,16,0
848,91.55,116,59,41.6167,17,0
893,98.67,116,74,49.3833,18,0
44,80.71,103,69,30.8167,19,0
307,78.37,88,71,35.9667,20,0
1783,103.18,118,86,70.5333,21,0
0,67.89,71,65,17.7551,9,2
0,69,70,68,10.0909,11,2
145,81.9,91,70,39,12,0
2417,108.23,140,79,76.4167,13,0
861,93.28,118,79,35.9333,14,0
0,84.32,91,75,32.3913,15,2
53,86.63,99,74,31.3833,16,0
81,81.1,90,73,29.0333,17,0
102,79.67,85,74,30.6833,18,0
45,76.13,84,71,26.5333,19,0
21,75.14,80,70,18.76,20,0
0,70,70,70,0,9,2
0,88.34,102,82,21.6596,11,2
49,83.7,93,76,23.7,12,0
155,77.73,81,73,26.9333,13,0
143,73.6,78,69,26.0667,14,0
0,71.4,83,66,21.8,15,2
17,72.6,81,68,20.6,16,0
56,70.43,76,66,24.3,17,0
109,75.35,85,67,35.9167,18,0
0,62.57,72,56,17.2833,19,2
12,65.1,73,62,18.7167,20,0
0,69.83,71,68,33.7857,21,2
0,89.95,95,84,26.4286,10,2
22,78.5,85,74,21.2833,11,0
0,70.77,80,66,17.9833,12,2
21,65.95,72,63,18.3833,13,0
64,71.22,78,66,30.4167,14,0
31,69.83,78,65,25.5667,15,0
129,74.63,82,66,35.15,16,0
48,66.95,72,64,18.6833,17,0
132,71.68,84,65,35.9667,18,0
117,82.92,104,67,45.5833,19,0
78,76.95,106,68,23.4,20,0
0,67.43,70,65,16.9032,21,2
51,72.62,75,71,38.3846,7,0
279,77.22,84,70,31.7833,8,0
77,73.07,85,64,25.2,9,0
282,70,77,63,31.2667,10,0
55,77.08,84,70,26.85,11,0
111,72.82,84,65,24.6167,12,0
53,72.85,81,66,25.05,13,0
94,84.4,92,76,32.4167,14,0
87,82.67,93,73,27.5,15,0
0,76.93,84,73,18.1333,16,2
83,71.9,76,67,19.9,17,0
35,71.68,80,68,19.7167,18,0
66,74.1,93,66,27.3833,19,0
12,72.48,82,70,16.9667,20,0
147,75.63,86,70,31.9333,21,0
40,75.07,85,69,17.8704,7,0
733,83.77,110,76,39.2333,8,0
986,82.12,97,69,46.0667,9,0
90,72.12,79,67,21.1667,10,0
157,69.25,84,64,25.7667,11,0
824,74.45,99,62,38.9833,12,0
0,79.67,87,75,20,13,2
217,77.52,91,71,23.6667,14,0
71,73.02,82,70,20.9833,15,0
123,69.97,80,65,20.1,16,0
1192,84.75,98,73,45.1667,17,0
691,94.43,108,85,55.8475,18,0
88,80.45,90,74,27.3,19,0
103,80.67,86,77,26.7667,20,0
0,77.91,80,76,15.0909,21,2
